-87,-36,-2,-51,-8,-23,-34,-51
-10,16,5,5,0,-71,-13,10
79,-32,-28,7,12,34,-45,25
-72,-31,-31,-32,-30,-90,-51,-55
6,17,24,20,-5,-12,2,-11
-15,50,34,5,8,31,-45,12
-29,-44,-29,12,-4,-38,8,0
40,5,-5,-43,-10,-48,-49,5
-13,-24,-45,0,3,-21,-53,-27
1,-8,25,-14,-13,-56,67,23
-4,82,27,57,8,3,-29,-20
-15,-28,-19,6,2,35,13,0
-45,-38,-28,-7,-4,-4,32,16
-22,-21,-4,14,17,45,-93,-26
61,6,27,-16,12,-28,102,68
-13,10,-12,5,-23,3,30,-33
59,-8,0,-23,-7,-12,30,41
32,13,16,2,4,52,-47,-22
-85,-49,-25,-67,-30,-74,64,-54
-29,27,28,66,26,36,-57,14
18,17,-30,-10,-23,-44,21,0
-31,-16,-22,-8,9,26,95,-28
-59,-41,13,-15,-4,10,-43,-22
-5,36,-5,-35,-10,17,37,17
31,-29,-10,-10,-3,19,-23,-9
31,14,4,-6,0,31,1,-13
62,22,-1,36,4,21,7,-13
-41,-54,-13,-39,0,-36,-4,1
44,33,46,34,14,89,-65,-18
-18,-32,-58,-15,-18,35,23,-1
22,63,70,18,9,11,-23,20
62,8,-16,-5,7,28,9,19
41,-31,3,-4,-8,-13,11,41
-65,-11,-8,15,11,-36,33,0
38,42,-8,0,1,44,-87,-18
-31,-29,8,8,-14,-52,51,2
-4,-5,3,23,8,-11,37,17
-21,58,16,-21,-7,16,-36,18
5,-47,-2,45,28,-42,1,33
-15,33,-9,2,-2,40,-64,-3
-74,-43,-12,2,0,13,-40,-64
-12,-36,17,-32,9,-52,-48,-28
47,-14,7,1,-7,34,55,40
20,18,-26,-5,5,50,-5,-7
-8,53,18,19,17,-53,51,15
86,-47,-55,-18,-10,-36,-22,21
-99,7,-25,-14,-3,25,-111,-58
22,-3,110,10,-1,21,127,8
2,24,-37,-34,-13,54,-18,-12
30,56,-12,-33,-3,22,-37,6
-21,-20,-22,-24,7,-16,96,24
-38,-1,22,8,8,-1,-47,-37
4,8,7,34,-10,-87,54,-8
27,7,-5,-3,-14,-8,-73,-16
-5,1,-29,-19,-7,93,84,50
-27,-13,-21,-5,-2,-49,-55,-20
27,-43,8,-13,7,8,-9,14
-32,7,-12,4,-7,-65,-25,-38
-10,-33,-10,-12,-9,-22,1,-15
-15,-11,-30,15,-7,-12,17,-12
53,47,28,-6,-9,-59,-93,9
45,-2,-8,-1,-12,-1,0,-7
-81,18,45,55,13,41,49,0
15,-27,-13,-1,9,31,-10,40
-26,-68,-48,-47,-28,-30,-13,-8
-7,1,-2,8,10,101,-7,-6
120,48,53,17,-14,-87,-28,54
-27,-27,-55,-30,-2,-12,18,1
-13,5,-13,27,10,58,18,-3
20,-27,33,-5,-2,28,42,16
79,14,-37,14,2,23,-13,-17
3,-9,20,-36,0,-12,68,8
-48,8,30,7,12,27,6,-18
3,-8,-7,-22,-20,-45,2,-12
-14,-1,11,-5,0,-25,-90,-18
-16,-54,-28,-19,-8,-27,-81,-9
-31,28,5,10,-3,21,4,-12
-15,0,-11,-7,9,-29,-7,15
-67,-9,39,-16,6,41,-96,-51
64,16,-5,2,-12,-24,69,55
1,25,15,0,6,53,-2,17
-35,-24,-4,22,-7,-58,2,-8
21,-14,-29,-23,9,23,20,-14
-44,35,15,12,4,9,-28,-15
61,-10,12,-17,0,-18,7,19
27,-16,-50,23,-4,-8,19,-7
44,44,33,-9,-16,6,34,23
-1,-7,12,-4,-6,10,85,-7
-36,12,-35,-56,-13,-47,-49,0
-4,19,34,20,3,4,83,18
-37,-4,-11,11,4,-61,-95,-48
18,15,-12,-2,3,18,-65,-39
27,-8,-35,0,-15,19,68,28
-12,18,54,-16,17,1,-25,37
7,-6,-27,13,-8,45,18,11
-21,-26,5,-47,-3,-8,16,14
6,77,8,52,14,-3,-52,-3
34,22,34,-26,7,55,-45,31
-64,-42,-44,7,-15,23,15,30
-38,3,43,35,19,-28,-32,-40
24,-49,-14,6,16,8,44,0
-35,-6,0,-25,-21,-17,-48,-29
59,32,0,-14,-1,-27,6,4
-40,-30,-42,-9,-8,18,-31,-36
-23,6,26,8,6,3,-53,-25
29,45,-5,34,-11,-34,18,18
17,-40,-20,-33,-9,-4,-4,10
46,2,-6,66,14,19,-29,11
-38,-21,-9,-1,-14,1,43,-17
21,34,30,-6,-1,-13,3,-7
32,-61,-30,23,2,-17,20,2
5,34,-32,-22,-18,4,-35,-2
-10,-24,3,-22,9,-14,-64,-1
-30,30,29,48,18,45,65,-10
47,-2,9,-31,-12,-44,-73,2
-67,18,-34,-2,-4,-10,-3,-65
127,-4,36,19,-4,8,33,69
-95,8,-24,-8,3,-13,-66,-45
-17,-27,-30,-19,3,-31,4,23
53,33,21,-10,7,5,42,44
-34,-26,1,16,-2,20,-4,16
-36,-21,-1,-9,-1,15,-2,-5
-57,-16,8,3,-12,-8,-56,-36
45,48,-11,-14,-6,-9,39,17
-40,6,2,-15,-1,-3,53,15
44,-50,-9,35,-5,6,-12,15
-76,-15,-1,3,9,33,55,8
22,-8,-3,-30,6,15,-41,-52
65,17,17,-5,5,-32,-4,13
38,24,-23,7,9,72,-68,-21
9,37,34,9,-7,-73,109,34
34,-2,5,-42,-5,19,53,57
25,10,1,20,5,-4,-112,-41
25,-32,-13,-10,-5,-52,127,31
21,19,-5,-4,1,12,-56,-4
1,-35,11,35,-15,17,-18,-21
-25,-6,-23,-23,-2,-9,17,-14
-9,-65,-22,-42,-25,-26,-97,-8
-55,32,16,-1,3,86,21,-59
32,19,15,25,15,-9,32,57
-72,-29,-45,12,-1,2,-60,-33
13,100,79,-2,0,-25,-6,3
-20,-58,-22,-1,6,8,-64,-19
8,-28,-34,-23,-8,-42,47,43
-16,-23,-7,-12,-6,-1,21,8
-95,3,-19,-10,-4,14,-76,-8
79,-5,11,2,4,-11,112,-2
-11,-16,30,12,6,-4,52,-3
34,-3,-22,-4,-24,-73,-51,15
-63,-30,-15,6,2,17,114,-18
7,53,17,15,-3,-7,-97,-15
-48,-36,-56,-17,5,51,-44,-12
-72,3,48,22,-7,-24,-41,-46
32,-31,-27,-40,-2,32,57,-11
-3,34,-9,-9,-3,-34,-26,-22
13,-8,-3,54,7,45,55,36
61,31,6,-35,-2,-50,-12,17
5,-49,-26,-5,-16,-2,-38,-21
8,42,14,11,6,43,68,25
57,-19,-10,-29,-24,1,-13,6
52,0,23,10,19,-21,41,23
-40,-12,-5,-2,-11,8,44,3
73,-5,-5,19,9,-29,-37,-9
-93,13,27,-8,1,-13,-36,-57
22,-30,-31,41,-1,-21,-51,-26
-12,37,49,-27,11,-16,-52,-7
7,-3,-47,8,-14,33,9,4
23,0,51,10,0,-22,-50,-14
-66,38,1,14,22,64,-6,-20
18,-5,-17,5,-4,-44,-8,-15
-14,-36,4,-3,-4,21,-47,0
-38,-5,-13,-13,-5,7,-25,-22
26,43,-4,-11,-5,60,94,36
43,-56,-21,35,9,4,-27,15
-24,23,12,-51,-10,-27,10,10
-21,-34,-23,6,1,-13,-47,-10
32,31,13,-20,1,81,67,9
-26,-6,7,-3,2,-75,-62,-14
-36,-34,-4,-21,-4,-63,115,15
32,0,3,-1,1,3,-89,2
-101,12,4,-5,8,9,28,-45
108,38,-7,-28,-14,-11,122,98
-35,-75,-3,53,15,-8,-31,-23
-48,21,25,3,2,97,-56,-16
-14,-43,-62,-41,-15,-99,79,51
-67,-16,1,17,1,8,9,-48
16,42,13,-9,-9,21,-65,1
-31,33,-24,-6,-2,-6,93,21
-24,-24,-1,-1,1,55,-40,-48
14,-36,-36,2,-10,-48,-26,4
-17,37,3,-4,7,20,4,23
-11,24,41,14,4,-35,-28,-32
-28,-35,-12,-11,-8,5,-10,-10
29,46,2,12,17,49,7,13
11,19,34,6,1,-29,-33,-42
-16,-47,-51,-36,-28,-83,-72,15
52,25,24,-15,8,24,79,40
1,-26,12,37,17,33,-15,-10
-66,-29,-26,-17,-9,38,-79,-41
119,6,-20,-55,-38,-41,69,61
-7,-33,24,90,10,40,-87,-41
-16,47,3,-10,12,-62,27,10
-3,1,18,2,-24,-11,-73,-27
95,-21,-32,-16,13,-12,28,40
-66,-49,-34,-47,-11,9,-11,12
-42,2,20,0,-6,10,-13,-11
74,29,-31,23,5,26,-54,48
-51,22,89,-2,4,-4,127,2
62,30,-18,6,-10,-40,-58,-4
-44,-34,-27,-26,-8,44,-100,-70
-36,-8,30,5,23,-37,127,42
-25,9,-21,16,-6,-21,-106,-43
31,33,16,20,14,76,96,13
81,9,4,2,-9,8,3,-9
-17,-14,-48,3,-1,8,7,-20
17,38,100,57,37,63,69,30
4,-11,-15,-24,-6,-50,-44,11
28,4,-21,-20,4,5,-15,24
-37,-10,14,16,-2,-4,-8,-18
16,-38,-61,-28,-18,-14,27,-14
-16,12,18,-30,-3,16,1,-2
-9,12,17,-9,-1,-2,-43,-22
9,22,41,-57,1,-15,78,85
-99,23,-40,25,-6,44,-69,-30
53,20,3,-23,-9,-26,-52,-12
-14,-16,-2,51,-1,7,-3,-13
36,-52,-34,-12,-3,-57,29,26
-9,16,-26,2,-9,-4,-35,-13
32,1,-6,-24,8,4,23,25
-97,33,38,32,-2,8,-14,-34
-1,-30,-21,20,7,46,-29,10
12,-16,4,-9,3,-40,-101,-13
-25,-1,3,21,1,-16,70,6
-20,-11,-31,-20,-4,-14,-25,19
18,34,16,29,5,16,-44,-10
-5,5,37,10,6,1,45,-15
-36,-50,-20,8,-11,-28,-98,-27
50,54,27,2,3,1,33,28
-57,-59,-46,-46,-33,-6,-88,-99
68,-7,-20,-30,-4,20,114,95
-76,78,38,71,4,-29,-117,-50
42,-50,-19,-5,1,56,67,33
19,6,-17,-24,-13,-19,-13,-46
40,13,-9,14,-2,-9,-69,-32
43,3,-27,22,4,37,1,27
53,25,34,34,10,-102,76,58
-43,41,37,-44,-12,-22,-87,-83
-18,-62,-5,2,10,24,-15,-16
-1,22,-21,-12,-14,-86,2,-2
-35,-79,-26,-12,-5,67,14,-56
104,12,-24,-29,-3,-16,10,34
-44,-11,28,82,26,9,38,-16
63,-29,23,-23,10,24,-38,15
-69,-5,-12,-44,-11,-1,-20,-26
-65,3,1,28,-1,14,-70,-10
-16,9,-25,-64,-28,-1,63,-20
-53,-10,33,27,9,45,-7,-45
85,5,-30,-23,-26,-51,8,38
-40,-41,-6,27,22,24,59,7
40,19,-17,-12,-4,-20,-81,42
40,10,20,-21,1,57,29,33
-97,-24,-12,25,-5,-71,-93,-49
91,28,87,-56,-3,-11,81,64
-3,-3,-12,-29,-5,64,-106,-49
1,30,-9,3,-7,-103,93,17
-73,-49,-14,-19,6,74,-120,-54
93,58,33,25,30,65,111,114
-116,-59,-19,39,-11,-80,-50,-109
62,13,-1,-11,0,-9,-15,62
-35,-70,-91,-75,-50,-44,-68,-70
69,-6,17,39,22,-3,117,36
-2,19,10,-22,-6,-70,32,85
-28,4,-17,-4,-15,43,-61,-56
127,0,24,17,12,-33,60,83
-37,-16,-17,41,-11,-24,-117,-41
-82,49,-47,8,4,-15,-114,-71
-35,-64,72,-49,-7,95,119,-45
23,48,14,-32,14,-8,127,127
-38,-37,-19,17,0,1,-128,-112
-60,4,-35,-13,-15,74,-10,-48
50,-6,-7,-30,6,-6,-40,81
-94,-51,-26,-5,-8,118,95,-52
-20,66,33,-68,-18,-38,-65,-15
38,-13,1,53,22,66,87,21
-74,-70,-37,-37,-36,-91,-66,18
20,49,30,27,10,24,-106,-43
62,50,17,28,4,55,46,92
-23,-77,-68,-36,-33,-31,-81,-83
107,80,93,37,37,33,38,94
-62,-8,62,18,12,-54,22,-13
-30,-17,-44,-17,-15,-9,-13,-28
127,26,29,-31,7,28,12,127
-34,1,-26,34,-3,-25,-96,-59
93,9,-76,2,-3,-17,32,64
40,-35,25,-8,-14,-22,19,-65
56,39,74,47,30,-21,51,27
38,-29,-69,-20,-19,-13,-76,-33
26,59,62,49,14,36,28,-19
-14,-58,-54,-33,-4,-56,-41,12
-99,8,-23,10,10,14,-52,-65
-49,-22,7,-18,-34,-52,-61,-58
-87,-22,-20,-40,-19,-8,-42,-89
28,-44,-32,33,10,8,-49,5
-46,8,24,-14,14,26,24,-47
54,65,-15,-1,-2,-66,-57,52
103,-40,-15,-14,-5,-33,-30,-39
-96,-51,-27,-76,-14,25,127,33
63,-1,-25,-20,-26,-11,-26,-51
-81,-38,4,43,23,10,-17,-37
92,96,97,72,36,22,30,70
25,-25,-47,-45,-17,-33,-39,33
127,57,47,33,32,54,52,118
-16,-67,-30,14,-14,-68,23,36
-58,-9,-5,25,-3,-18,58,-31
-94,9,9,27,-7,-6,-67,-50
65,1,28,6,-9,24,7,54
-80,-20,-52,13,12,-14,8,-57
-20,-22,-15,-93,-42,0,-93,-30
12,67,70,99,51,10,22,127
-7,-43,-56,-59,-19,-94,22,5
67,13,45,-19,10,127,-5,-38
-61,3,-61,16,5,-9,107,74
-45,-46,24,-19,-20,-64,-116,-128
-107,-5,-42,-78,-53,-69,-7,-5
-13,55,51,56,17,46,-56,-109
89,-63,-39,16,1,-77,46,90
-106,36,-45,-86,-19,21,-91,-59
114,48,77,55,28,56,108,95
-128,-97,-79,-58,-25,-32,-15,-46
120,40,38,-10,13,40,-90,33
15,15,-17,38,22,33,-30,-25
-4,-9,-4,20,-18,-98,37,-3
127,5,24,-73,-17,-13,95,102
9,53,6,-1,7,53,-128,-74
88,1,-10,21,30,35,127,108
62,23,-6,-23,5,-95,-28,52
-13,-1,-24,11,18,84,-39,-30
18,70,103,72,32,-12,79,68
-56,4,13,32,-6,-37,-15,-17
-43,41,25,47,38,88,-76,-52
-59,-2,-47,7,-19,32,1,-49
64,-19,-50,-15,-5,-69,11,46
38,15,59,1,-20,79,-127,-20
80,4,-4,-38,10,76,99,104
89,13,9,44,25,19,-66,21
9,5,7,-6,11,101,69,49
-18,-8,6,17,-12,-54,-33,-47
-128,-83,-69,-14,-17,-27,-30,-86
9,-36,-1,-20,0,-55,87,61
-83,-28,8,-3,-1,-22,-11,-37
127,82,-19,19,2,4,-25,3
1,-19,50,6,-5,22,-67,-22
-19,38,53,-19,18,40,-87,-88
0,-50,-38,40,-19,-34,20,-48
58,7,-3,-9,20,49,-14,14
-46,11,-60,7,-23,4,26,-48
101,48,17,14,19,24,-58,18
84,23,43,14,10,74,20,38
25,-9,34,-17,30,91,120,82
101,37,15,-4,1,-44,-6,26
-22,-41,-75,-36,-16,-32,47,84
-54,-20,21,5,28,81,-128,-111
70,71,1,30,-17,-53,122,92
-84,3,47,-31,31,118,-106,-54
-11,15,20,70,29,-128,112,66
17,42,-41,-94,-44,-36,-128,-62
-113,-28,5,41,-2,29,-108,-116
5,0,-3,33,25,-41,-20,-8
68,1,13,-14,-23,6,78,33
37,88,19,-28,-5,-2,-44,34
-65,-34,-14,-9,9,-51,-44,-60
64,-49,-102,-69,-63,-27,50,37
90,39,79,107,36,24,-119,-29
-128,1,-27,12,-10,-9,-79,-32
31,-118,-50,-59,-28,-16,14,-31
-112,-44,-5,-28,-7,102,-88,-114
23,-61,-31,-8,-26,-96,92,10
21,-69,-37,-16,19,3,-16,4
4,35,6,32,-6,47,-32,-27
-111,-17,9,19,13,11,51,-6
47,84,68,-29,-4,70,5,48
36,-19,33,17,5,-11,116,33
-85,-92,-91,-71,-33,-21,-60,-67
102,-21,4,14,6,-126,96,78
-125,33,-8,4,-25,4,-128,-16
0,8,-24,22,-1,42,-77,-84
-80,-2,26,-43,-8,-115,98,-7
46,-4,-2,-2,5,-73,-55,-4
-60,-32,-55,-33,-29,78,-110,-108
47,-12,-1,7,13,-89,-19,53
-8,29,72,45,26,49,81,-5
6,-53,-43,10,-18,-51,-128,-85
42,-10,-26,-34,5,58,-33,-6
23,0,5,15,4,64,52,4
126,94,-7,-67,-16,-17,-95,-53
-27,-9,-7,55,-2,-6,-10,21
96,18,-15,33,32,-25,43,49
7,19,0,-34,-53,-19,28,23
24,0,7,83,21,32,-108,22
-61,-8,25,-31,-33,-43,84,-33
-73,-45,-23,-15,-3,-86,45,-16
-128,18,-16,-41,-17,58,-103,-89
17,-16,-45,54,-11,5,27,54
16,27,124,-13,36,60,20,22
-40,-3,-25,-34,-4,88,-62,-56
-26,-46,-24,-30,-16,-128,-36,-1
-29,-8,-30,-9,-4,38,17,-25
43,6,-15,-6,8,45,-78,-87
-36,-56,-38,-89,-48,11,-56,-64
38,-3,48,25,6,8,96,73
-24,-63,-36,-52,-31,-9,-74,-18
62,39,35,1,12,-35,122,76
29,-34,-51,26,-10,-99,-43,22
-27,-11,-26,-10,-10,42,-107,-58
66,55,54,17,34,26,67,92
-40,-44,-11,13,-11,84,-127,-10
-69,16,3,-24,-9,-61,98,-10
88,90,-7,-12,-4,48,33,46
-30,16,-8,-14,-7,66,-5,-75
-1,-78,-40,36,-8,100,-19,-11
88,30,13,-44,14,-90,-82,-16
-87,-62,-51,0,0,-32,127,54
-41,10,19,-7,-4,-50,-44,10
37,16,-29,1,-26,-59,-128,-68
91,90,117,127,64,85,127,89
-84,-65,-43,-30,-15,91,-49,-82
58,6,12,0,7,-108,-74,25
21,6,-21,26,6,-2,-16,14
-85,-9,-82,-38,-32,-4,120,2
55,-18,127,16,28,42,-126,-44
32,-37,-47,14,6,-1,124,73
-79,107,70,32,51,42,43,37
-88,-40,-19,-9,-22,8,-119,-88
55,76,19,17,39,55,-10,4
-89,-28,-62,-40,-32,-32,25,-39
91,12,5,-22,9,-43,41,100
-22,-7,-6,4,-9,41,-117,-59
-18,9,-24,28,0,-97,3,27
-20,24,30,-13,17,44,-27,0
-59,9,-13,7,-8,4,-21,-40
-44,41,-11,-2,-16,-29,110,41
104,-5,18,59,12,-39,77,48
55,-1,-2,-15,1,-4,-4,47
13,-16,-7,-21,-6,79,36,-24
52,57,23,35,3,-43,77,21
59,-32,-7,-36,3,-23,-57,24
11,-2,33,11,-2,8,42,-1
-53,-39,-47,-13,-9,12,-128,-71
33,-6,10,15,3,0,54,64
-46,55,-28,-58,-9,27,-40,-5
127,13,47,30,1,-35,63,102
-72,-43,-37,-43,-32,-89,-99,-43
14,-28,-24,4,15,37,-19,-18
-22,-28,-10,-4,-12,-11,-55,-29
-44,-22,16,17,13,60,-18,-46
76,26,-28,-9,-19,-109,-31,60
-40,56,79,-19,2,26,36,8
-47,-100,-6,-56,-9,12,-34,5
3,17,-4,-4,-7,-6,-115,-36
-45,49,-52,-11,-19,-11,-52,-86
-39,-112,7,-4,26,6,-128,-13
-102,18,-15,-10,-5,33,57,-12
29,-33,-39,-40,-37,-89,-34,-9
50,31,32,27,22,36,93,72
29,34,7,-9,2,-11,-45,-21
-10,10,34,16,1,-1,-14,-38
12,-37,-33,1,14,40,30,9
37,2,8,-20,7,69,-27,-3
-39,-64,-110,-32,-55,-64,-73,-65
82,27,49,121,32,12,-22,46
-35,38,2,-12,-2,24,-43,-23
34,-19,42,-32,5,8,14,31
30,-1,-14,15,12,51,-28,-25
-47,10,-10,-55,-23,66,14,-31
-8,-15,-1,16,14,-27,96,14
-24,-32,1,19,3,13,74,-2
25,-14,-20,-29,-4,10,-45,5
13,47,40,72,25,-82,-75,-10
-1,7,13,5,2,60,5,13
55,-27,18,-21,-12,-15,38,38
-84,5,26,10,-3,5,67,-5
16,-41,-58,-37,-4,-13,31,-11
-12,-85,-6,9,-10,-50,-39,11
-17,42,38,7,12,49,-128,-67
59,34,3,-5,4,9,45,31
-47,-51,-35,-14,-28,-71,91,3
-69,24,-1,-27,-12,18,-80,-47
-72,15,18,52,28,79,-43,-19
111,-1,1,-24,2,3,74,53
4,46,-17,13,-7,-18,-49,-12
42,-15,-11,-17,-6,75,61,-2
-23,42,-23,-34,-2,-15,115,21
14,4,32,33,13,15,-65,-35
32,56,-52,-14,-26,-11,-67,-29
-13,52,74,63,34,17,-37,21
30,-66,-44,11,-2,-9,-34,20
25,-26,23,3,-4,-39,-78,-24
-39,9,-72,-59,-19,53,95,-39
33,11,36,72,13,86,-101,-52
108,25,-11,-30,-14,-62,111,79
-53,-84,-10,6,12,109,-30,3
65,33,43,-6,9,-9,-8,67
-85,-44,-39,-33,-12,-47,-57,-56
57,29,10,9,-1,18,81,68
-85,2,15,-31,-23,8,-22,-45
0,-13,28,15,14,26,-51,5
11,-29,-61,-39,-27,-87,103,36
-55,13,41,32,5,34,-60,-46
0,29,-10,-8,1,-115,-34,10
12,-1,2,-19,-2,-5,-26,-28
-82,14,-34,-19,11,39,-97,-64
-21,-16,56,17,-11,-11,85,23
26,-22,-5,-40,-5,20,-72,5
33,8,35,28,28,-21,98,9
-28,-20,-62,-16,-38,-23,-65,-29
65,22,4,-11,16,44,-26,20
-72,-17,45,16,1,-11,113,21
-16,-42,-6,12,-3,-20,15,-14
27,-13,17,-27,-6,2,78,47
-10,-34,-107,-26,-1,40,-128,-64
3,55,97,102,37,-18,57,66
-14,-38,-47,-11,2,5,63,9
44,47,49,8,14,-6,-13,24
-26,-23,-22,-2,1,-1,-61,-27
19,-15,-50,-31,-32,-38,-121,-23
54,8,26,49,0,8,13,76
8,3,-30,6,-3,-10,-59,-46
-5,14,37,-45,4,4,107,34
32,22,5,3,5,41,62,-1
-33,-12,7,-20,-8,8,-54,-15
2,12,15,0,-5,-18,4,25
0,4,-20,15,-15,-71,-111,-18
-74,-2,-17,-36,-4,13,98,-32
62,17,9,-10,1,17,5,47
-15,-32,-10,0,9,-7,19,6
-25,-8,13,8,-3,32,-39,-28
90,41,-51,-65,0,43,-75,31
-6,-28,39,25,8,14,-95,-44
-32,-64,19,22,-2,-83,93,28
35,47,8,-8,3,5,-5,1
36,-13,-16,20,-5,30,-30,4
-102,-24,-28,-7,-2,17,-112,-68
38,38,-8,-62,-12,11,-3,12
-35,-53,-30,18,-22,-61,-7,-50
-11,-23,25,43,5,-78,-21,0
-22,-33,-32,-64,-26,27,11,-17
48,24,26,21,2,-15,-49,25
-63,-23,-9,25,4,-33,-5,5
-12,54,11,-4,-5,-8,-23,-33
4,14,-16,-20,-4,74,12,-26
10,-24,10,-3,9,21,4,8
-6,-23,-3,-15,-3,-43,-72,-28
64,4,-11,6,6,74,95,80
-36,4,16,-19,-19,-118,44,12
41,50,17,19,1,23,-3,16
-33,-59,-12,-4,6,30,-26,-5
-5,0,-41,-14,-1,-37,-87,-26
26,6,8,26,-1,2,33,16
8,30,-2,20,5,33,-28,5
13,-5,14,-36,-19,-8,38,11
-52,-14,-40,-12,4,-32,62,-1
8,0,25,4,0,-21,-8,-6
